index,Mileage,price,ModelYear,brakes,airbag,camera,controls,speakers,video,bluetooth,alarm,navigations,digital,keyless,heated,leather,armrest,total,Drivetrain,Fuel Type,Transmission,Make,Model
931,23216.0,21870.0,2013.0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,141,3,3,0,50,442
932,91623.0,7800.0,2009.0,4,3,0,6,0,2,0,1,1,0,1,3,2,2,419,2,3,0,51,236
933,34207.0,28600.0,2015.0,5,7,0,12,2,4,0,2,1,2,2,0,0,1,721,0,1,0,15,184
934,12765.0,117000.0,2016.0,2,0,1,6,0,2,0,0,0,0,1,6,10,0,544,1,3,0,33,204
935,93244.0,17000.0,2013.0,5,7,1,11,2,5,0,2,1,1,1,7,6,0,776,3,3,0,21,206
936,62505.0,13995.0,2000.0,1,2,0,3,0,0,0,0,0,0,1,0,2,0,106,3,3,0,9,138
937,174787.0,5498.0,2003.0,4,2,0,2,1,1,0,2,1,0,0,3,1,1,555,0,3,0,9,86
938,164829.0,13499.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,33,413
939,47526.0,41799.0,2011.0,3,0,1,9,0,3,0,0,0,0,2,2,3,0,308,0,3,0,50,262
940,98519.0,25500.0,2013.0,5,5,1,7,1,1,0,1,1,0,2,4,3,2,486,1,3,0,4,74
941,28745.0,66555.0,2016.0,2,3,0,6,2,7,0,1,0,1,0,5,3,0,426,3,3,0,30,346
942,69974.0,25977.0,2013.0,2,4,1,7,1,5,0,1,1,0,2,5,5,0,550,1,3,1,4,381
943,94443.0,20995.0,2008.0,7,3,0,10,1,4,0,1,0,0,1,3,8,1,807,1,3,1,40,109
944,95530.0,22958.0,2013.0,2,0,1,5,0,2,0,0,0,0,1,1,1,0,341,1,3,0,33,217
945,13022.0,34899.0,2017.0,5,4,2,8,1,1,0,1,1,0,2,6,3,2,481,1,3,0,51,431
946,444.0,49800.0,2018.0,5,7,2,12,2,8,0,2,1,1,1,6,4,3,850,1,3,0,6,278
947,46454.0,24855.0,2016.0,2,0,0,5,0,2,0,0,0,0,2,2,2,0,352,2,3,1,4,73
948,35662.0,24985.0,2015.0,3,0,0,5,0,2,0,0,0,0,1,1,2,0,343,1,3,0,4,340
949,36321.0,54775.0,2014.0,2,0,0,5,0,2,0,0,0,0,2,2,2,0,408,1,3,0,33,120
950,27764.0,24900.0,2016.0,5,9,1,11,2,5,0,1,0,1,1,7,4,3,765,1,3,0,50,362
951,76952.0,15988.0,2008.0,2,3,0,6,1,4,0,1,0,1,0,3,4,0,417,3,3,0,6,50
952,1453.0,175999.0,2017.0,2,7,0,10,2,3,0,1,0,1,0,0,8,1,809,3,3,0,32,315
953,60827.0,13995.0,2015.0,3,5,0,4,0,5,0,1,1,0,1,0,0,1,425,3,3,0,9,104
954,38542.0,28546.0,2015.0,5,7,1,17,4,13,0,1,1,1,1,6,4,0,848,1,3,0,9,436
955,41537.0,29986.0,2017.0,4,4,2,7,1,4,0,1,1,1,1,4,3,1,724,0,3,0,50,27
956,49612.0,28888.0,2016.0,2,4,0,6,1,5,0,1,1,1,0,2,3,1,511,1,3,0,27,320
957,21686.0,42800.0,2015.0,2,4,0,7,1,6,0,0,1,0,0,5,2,0,423,1,3,0,4,74
958,57945.0,27988.0,2014.0,5,1,0,11,2,5,0,1,2,1,1,3,3,0,817,0,3,0,23,458
959,20769.0,16126.0,2016.0,6,4,2,14,0,2,0,0,0,0,1,0,0,2,644,2,3,0,18,78
960,34355.0,13998.0,2012.0,4,7,0,3,0,4,0,0,0,0,1,1,0,1,428,2,3,0,50,105
961,2777.0,28880.0,2018.0,4,3,0,7,1,7,0,1,1,1,2,9,3,1,803,1,3,0,11,113
962,36084.0,29477.0,2016.0,2,3,0,8,1,4,0,1,1,1,0,4,3,1,425,1,3,0,18,332
963,12649.0,26984.0,2017.0,2,4,0,11,2,6,0,1,1,1,0,8,4,1,597,1,3,0,47,323
964,29801.0,69800.0,2014.0,4,2,2,11,0,2,0,0,0,1,2,2,3,0,467,1,3,0,37,235
965,115539.0,13800.0,2002.0,3,4,0,8,1,3,0,2,0,0,1,4,5,1,648,3,3,0,6,283
966,28076.0,31377.0,2015.0,5,4,1,9,1,3,0,1,1,0,4,5,5,1,495,1,3,0,4,71
967,17023.0,28232.0,2015.0,5,5,3,8,2,3,0,1,1,0,1,5,3,2,485,0,3,0,15,182
968,43049.0,17900.0,2014.0,2,0,1,5,0,2,0,0,0,0,1,2,3,0,342,1,3,0,31,149
969,4226.0,37400.0,2018.0,5,9,1,11,3,6,0,2,0,1,1,6,4,3,837,0,3,0,26,156
970,41117.0,47500.0,2014.0,6,11,1,12,2,7,0,1,2,1,2,7,4,0,879,1,3,0,33,378
971,11741.0,31500.0,2015.0,5,7,1,12,0,6,0,2,1,1,1,8,6,3,788,1,3,0,51,224
972,11000.0,63000.0,2018.0,5,7,1,13,2,6,0,2,1,1,1,8,3,0,885,1,3,0,4,343
973,34520.0,23800.0,2014.0,5,10,2,12,2,8,0,2,2,1,1,4,1,3,884,3,3,0,27,250
974,4030.0,26991.0,2018.0,2,4,0,8,2,4,0,1,0,0,0,6,3,1,467,0,3,0,36,324
975,105846.0,8500.0,2010.0,7,2,0,8,0,2,0,1,0,0,2,1,1,1,448,1,3,0,6,14
976,60559.0,12991.0,2009.0,3,3,0,10,1,7,0,1,0,1,2,4,5,1,719,1,3,0,4,72
977,87948.0,12995.0,2008.0,4,3,0,4,2,2,0,1,1,1,1,0,0,1,636,0,1,0,15,184
978,5176.0,33975.0,2017.0,2,4,0,8,0,4,0,0,1,1,0,3,0,0,430,1,3,0,50,400
979,111645.0,6995.0,2008.0,4,2,0,6,0,3,0,1,0,0,2,0,2,0,546,2,3,0,17,76
980,55897.0,20490.0,2015.0,5,7,0,11,2,7,0,1,1,1,1,7,3,3,744,3,3,0,11,113
981,28189.0,30480.0,2016.0,3,0,1,10,2,1,0,0,1,4,1,2,1,0,611,1,3,0,4,340
982,13052.0,13899.0,2017.0,2,4,0,6,1,4,0,1,0,1,0,2,0,1,433,2,3,0,20,407
983,18670.0,16899.0,2017.0,2,3,0,6,1,4,0,1,0,1,0,2,0,1,427,2,3,0,20,441
984,7953.0,26995.0,2017.0,2,4,0,6,1,4,0,1,1,2,0,4,2,1,425,1,3,0,28,302
985,66911.0,12985.0,2014.0,4,2,1,8,0,4,0,1,1,1,0,0,0,3,435,2,4,0,50,333
986,42356.0,13935.0,2014.0,4,2,3,6,0,5,0,1,1,1,1,0,0,2,424,2,3,0,18,78
987,184213.0,6950.0,2006.0,3,2,0,3,0,0,0,1,0,0,2,0,0,0,195,0,3,0,19,240
988,54080.0,6950.0,2011.0,4,4,2,8,0,1,0,0,0,0,3,1,1,0,256,2,2,0,37,263
989,10683.0,23445.0,2017.0,5,9,1,11,3,5,0,2,1,1,1,7,6,3,816,2,4,0,20,407
990,45202.0,13995.0,2017.0,6,9,1,10,2,6,0,2,0,1,1,3,0,3,716,2,3,0,20,390
991,5963.0,112800.0,2015.0,2,3,0,5,1,4,0,1,0,1,0,3,3,0,427,1,3,0,40,68
992,69554.0,17984.0,2010.0,2,2,0,5,1,5,0,0,0,1,0,0,4,0,526,3,3,1,15,312
993,35890.0,21300.0,2015.0,5,9,0,11,2,5,0,1,1,1,2,3,3,3,732,0,1,0,23,228
994,128060.0,5995.0,2003.0,1,0,0,2,0,0,0,0,0,0,1,1,3,0,129,2,3,1,0,374
995,51472.0,21900.0,2012.0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,441,3,0,0,33,413
996,43341.0,24995.0,2015.0,3,4,1,10,0,2,0,0,1,1,3,3,2,0,394,1,3,0,33,98
997,30080.0,24996.0,2016.0,6,3,0,9,1,1,0,0,1,0,1,0,3,1,572,0,3,0,23,458
998,52248.0,5600.0,2014.0,3,4,0,8,0,1,0,0,0,0,2,0,1,0,244,2,1,0,10,3
999,40406.0,19458.0,2015.0,5,5,2,9,1,3,0,1,0,0,3,0,0,2,378,1,3,0,37,310
1000,44025.0,26944.0,2015.0,2,3,0,7,1,1,0,0,1,1,0,0,2,0,419,0,3,0,23,458
1001,43856.0,22800.0,2016.0,5,9,2,10,2,7,0,2,2,1,2,8,6,3,856,0,3,0,23,228
1002,65993.0,22900.0,2014.0,2,4,0,7,1,6,0,0,1,0,0,5,5,0,513,1,3,0,4,73
1003,18046.0,60877.0,2016.0,4,4,1,9,2,8,0,0,0,1,3,7,4,0,858,1,3,0,6,55
1004,25503.0,28177.0,2016.0,3,4,0,9,2,8,0,1,1,1,2,6,6,1,843,1,3,0,8,146
1005,30406.0,19000.0,2015.0,4,4,1,9,1,5,0,0,0,1,1,3,0,1,657,1,3,0,50,362
1006,21688.0,22910.0,2017.0,5,7,2,11,2,5,0,2,0,1,2,11,7,3,832,1,3,0,24,412
1007,18830.0,29799.0,2016.0,5,7,0,6,3,3,0,0,0,1,0,0,0,3,726,0,3,0,17,401
1008,40694.0,32977.0,2009.0,2,3,0,5,2,5,0,1,1,1,0,2,2,1,431,3,3,1,39,208
1009,84587.0,5995.0,2006.0,3,1,0,4,0,1,0,1,0,0,2,0,0,0,442,1,3,0,9,172
1010,98772.0,5995.0,2013.0,4,3,0,6,0,4,0,1,0,1,1,0,0,1,421,2,3,0,15,191
1011,57508.0,20000.0,2016.0,4,4,1,9,1,5,0,0,0,1,2,3,2,1,693,1,4,0,50,362
1012,41417.0,25999.0,2013.0,2,3,0,6,2,7,0,1,1,1,0,4,3,0,422,1,3,0,22,470
1013,87675.0,13997.0,2015.0,1,0,1,1,0,0,0,0,0,0,1,3,4,0,161,1,3,0,31,148
1014,45430.0,21800.0,2013.0,2,3,0,7,1,4,0,1,1,1,0,4,2,1,419,1,3,0,22,469
1015,109375.0,13477.0,2006.0,1,2,0,5,0,0,0,0,0,0,1,0,1,0,169,0,3,0,9,433
1016,21737.0,49000.0,2016.0,5,8,1,14,3,10,0,2,1,1,1,5,5,3,859,0,3,0,26,271
1017,140577.0,8900.0,2010.0,5,7,1,13,2,7,0,2,1,1,1,5,6,3,880,1,3,0,4,340
1018,36416.0,22995.0,2015.0,5,7,1,11,2,5,0,2,1,2,1,7,4,3,835,1,3,0,15,424
1019,13575.0,32999.0,2016.0,5,9,1,12,4,6,0,2,1,1,1,0,6,1,737,1,3,1,15,195
1020,22555.0,39555.0,2017.0,5,4,1,8,1,1,0,1,1,0,2,3,4,1,466,1,3,0,21,341
1021,7500.0,115500.0,2014.0,5,4,1,7,1,2,0,1,1,0,2,4,6,0,476,1,3,0,4,355
1022,69603.0,36000.0,2013.0,5,2,1,11,2,4,0,0,1,0,3,7,3,1,489,0,3,0,23,228
1023,70900.0,27495.0,2013.0,3,5,0,6,2,5,0,1,1,1,0,7,3,1,524,0,3,0,50,442
1024,44704.0,30999.0,2015.0,4,3,1,11,2,8,0,1,1,2,2,7,6,1,812,1,3,0,4,71
1025,43014.0,15000.0,2014.0,4,4,1,9,0,5,0,0,0,1,2,3,3,1,665,2,3,0,50,105
1026,44662.0,15000.0,2017.0,4,4,1,9,1,5,0,0,0,1,1,3,3,1,642,2,3,0,50,105
1027,41518.0,16995.0,1999.0,1,2,0,2,0,0,0,0,0,0,1,0,4,0,191,3,3,1,9,104
1028,6111.0,56728.0,2017.0,3,4,0,7,2,10,0,1,1,2,2,6,4,0,833,3,3,1,9,104
1029,28511.0,11935.0,2017.0,4,6,1,4,0,5,0,0,0,1,2,0,0,0,426,2,3,0,50,477
1030,78798.0,19995.0,2012.0,2,3,0,7,1,5,0,1,1,0,0,5,3,0,426,1,3,0,4,383
1031,19750.0,18989.0,2015.0,2,6,0,7,1,4,0,1,0,1,0,0,0,1,613,1,3,0,47,196
1032,36723.0,16999.0,2016.0,2,6,0,7,1,4,0,1,0,1,0,0,0,0,587,1,3,0,47,196
1033,13056.0,28981.0,2015.0,2,3,1,9,1,4,0,1,1,2,0,6,6,1,663,1,3,0,28,301
1034,67161.0,9485.0,2013.0,6,2,0,7,0,3,0,2,1,1,1,0,0,2,427,2,3,0,15,201
1035,89508.0,6990.0,2010.0,4,3,0,5,0,0,0,0,0,0,2,1,0,0,266,3,3,0,11,113
1036,20854.0,18997.0,2015.0,3,0,1,5,0,2,0,0,0,0,1,2,1,0,340,2,3,1,51,111
1037,82958.0,14489.0,2013.0,2,4,0,7,1,3,0,1,1,2,0,4,2,1,422,2,4,0,28,302
1038,37044.0,29000.0,2015.0,5,9,1,15,4,9,0,2,1,2,1,9,5,3,886,0,3,0,15,182
1039,26659.0,27991.0,2017.0,5,9,0,11,2,7,0,2,2,1,1,7,5,3,821,0,3,0,23,228
1040,6557.0,13998.0,2017.0,4,7,0,8,2,3,0,0,0,1,0,0,0,1,649,2,3,0,23,331
1041,15730.0,46590.0,2017.0,5,7,1,11,2,6,0,2,1,1,1,9,6,3,877,1,3,0,4,343
1042,86007.0,19995.0,2011.0,2,2,0,5,2,5,0,1,0,1,0,4,3,0,422,3,3,0,22,471
1043,100676.0,5880.0,2004.0,2,0,0,7,0,3,0,0,0,0,1,2,4,0,394,1,3,0,52,468
1044,53489.0,66999.0,2013.0,2,3,0,8,2,6,0,1,0,0,0,4,3,1,419,1,3,0,37,235
1045,30481.0,19885.0,2016.0,5,4,3,6,1,2,0,1,0,0,3,4,3,2,478,2,3,0,0,245
1046,96450.0,9433.0,2012.0,1,6,0,4,0,5,0,0,0,0,0,3,0,1,427,2,3,0,20,441
1047,45408.0,85555.0,2016.0,2,0,1,6,0,2,0,0,0,0,1,4,2,0,430,1,3,0,33,204
1048,3900.0,87895.0,2018.0,2,0,1,5,0,2,0,0,0,0,2,2,2,0,385,1,3,0,33,378
1049,68930.0,20999.0,2011.0,4,6,0,9,0,2,0,0,0,0,1,1,4,0,379,1,3,0,6,464
1050,39367.0,26299.0,2015.0,5,3,1,11,1,7,0,1,1,0,1,6,5,1,829,1,1,0,4,340
1051,11393.0,34995.0,2017.0,4,4,1,12,2,8,0,1,2,1,2,6,5,1,822,1,1,0,4,72
1052,60083.0,26498.0,2015.0,4,4,1,9,1,7,0,1,1,2,2,5,5,1,799,1,3,0,4,380
1053,24260.0,24900.0,2015.0,2,4,1,8,1,3,0,2,1,1,1,6,4,1,565,1,3,0,20,212
1054,24481.0,29995.0,2013.0,3,2,0,6,1,4,0,1,1,1,1,2,4,0,500,3,3,0,9,138
1055,5667.0,28495.0,2018.0,5,9,1,10,2,6,0,0,0,2,3,6,2,1,855,1,3,0,35,131
1056,18949.0,25831.0,2017.0,5,7,0,7,2,2,0,0,0,1,0,0,0,2,634,0,3,0,41,5
1057,54937.0,9521.0,2012.0,4,7,0,5,2,2,0,1,0,1,1,0,0,1,630,2,3,1,50,136
1058,38327.0,26809.0,2015.0,5,7,0,11,2,4,0,2,1,2,1,0,0,1,676,0,1,0,15,184
1059,16463.0,26999.0,2014.0,2,4,0,9,1,6,0,2,1,1,1,3,3,1,811,2,3,0,27,174
1060,83513.0,6995.0,2011.0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,127,2,3,0,36,261
1061,37849.0,31577.0,2015.0,5,9,1,13,2,7,0,2,0,1,2,6,4,1,877,1,3,0,6,21
1062,66131.0,22944.0,2008.0,3,2,0,2,0,0,0,0,0,0,1,2,2,0,570,0,0,0,15,187
1063,35481.0,33989.0,2015.0,5,7,1,14,2,6,0,2,1,1,1,6,3,1,852,0,3,0,17,401
1064,30977.0,18900.0,2015.0,5,7,2,12,3,5,0,2,1,1,1,8,4,3,816,2,3,0,24,322
1065,104121.0,16900.0,2008.0,1,3,1,9,0,3,0,0,1,1,1,4,4,0,405,1,3,0,8,175
1066,145679.0,12967.0,2013.0,3,3,0,5,1,0,0,0,0,0,0,0,0,0,579,0,3,0,15,184
1067,15833.0,19663.0,2018.0,5,5,2,7,1,3,0,1,0,0,2,0,0,2,334,1,3,0,20,391
1068,41627.0,23950.0,2014.0,4,0,1,13,1,5,0,0,0,0,0,3,3,0,712,1,3,0,7,167
1069,13043.0,33899.0,2017.0,5,9,1,12,2,8,0,2,2,1,1,8,6,3,851,1,3,0,1,216
1070,81563.0,46499.0,2013.0,5,7,1,14,3,11,0,1,1,1,1,8,2,2,854,0,3,0,26,357
1071,62362.0,11499.0,2011.0,4,3,0,10,1,7,0,1,1,2,2,7,4,1,760,2,3,0,28,299
1072,3445.0,72995.0,2018.0,3,0,2,10,0,3,0,0,0,0,4,4,2,0,480,3,3,1,6,285
1073,25733.0,27750.0,2016.0,4,7,1,8,3,6,0,2,1,1,1,0,1,3,698,0,3,0,9,122
1074,91987.0,5300.0,2008.0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,558,2,3,1,50,477
1075,25012.0,98755.0,2014.0,2,0,0,5,0,2,0,0,0,0,2,2,2,0,375,1,3,0,5,125
1076,40147.0,14699.0,2016.0,4,4,2,8,2,3,0,1,1,0,2,1,0,2,387,2,3,0,17,425
1077,118792.0,9977.0,2013.0,4,5,1,6,0,6,0,0,1,0,1,4,1,2,451,1,3,0,9,172
1078,19369.0,45897.0,2015.0,3,7,0,8,0,6,0,0,1,1,1,2,1,1,434,1,3,0,33,120
1079,639.0,129990.0,2018.0,3,0,2,7,0,2,0,0,0,0,4,3,3,0,476,3,3,0,33,81
1080,31611.0,32786.0,2015.0,3,0,0,3,2,4,0,0,0,0,0,3,2,0,599,0,3,0,23,228
1081,112348.0,8990.0,2010.0,1,0,1,3,0,4,0,0,0,0,1,2,4,0,631,1,3,0,9,172
1082,46591.0,9495.0,2006.0,4,5,0,10,0,1,0,1,0,0,2,1,3,0,294,1,3,0,33,98
1083,94616.0,13888.0,2008.0,2,4,0,6,2,4,0,0,0,1,0,5,2,0,421,3,3,0,6,61
1084,25541.0,29487.0,2017.0,6,5,2,13,1,2,0,0,0,0,0,2,1,0,679,0,3,0,50,27
1085,51000.0,30955.0,2011.0,2,0,0,8,0,1,0,0,0,0,3,1,2,0,277,3,3,0,6,279
1086,41142.0,15928.0,2015.0,2,6,0,7,1,5,0,1,0,1,0,0,4,1,607,2,3,0,4,70
1087,29788.0,17499.0,2015.0,4,7,0,9,2,8,0,1,1,1,1,5,3,0,596,2,3,0,0,430
1088,33370.0,22477.0,2015.0,3,3,1,12,1,7,0,0,1,1,1,1,2,0,863,1,3,0,17,76
1089,6738.0,64500.0,2017.0,5,7,2,12,3,9,0,1,1,1,1,7,1,0,864,0,3,0,26,155
1090,26971.0,32919.0,2015.0,4,4,1,11,2,8,0,1,1,2,2,7,5,0,791,1,3,0,4,383
1091,38910.0,17577.0,2008.0,5,8,0,10,3,10,0,2,0,1,1,6,6,1,789,3,3,0,6,481
1092,12776.0,86977.0,2016.0,4,4,1,8,1,9,0,0,1,1,2,7,5,0,781,1,3,0,33,378
1093,75474.0,7890.0,2015.0,5,8,0,9,1,4,0,3,0,2,2,2,0,3,824,2,3,0,20,163
1094,28949.0,28399.0,2015.0,4,7,2,13,3,6,0,2,1,1,1,4,1,3,798,0,3,0,9,122
1095,19325.0,39899.0,2016.0,5,10,1,17,3,10,0,1,1,1,1,5,3,0,848,1,3,0,8,475
1096,59575.0,24599.0,2014.0,5,9,0,13,2,7,0,2,0,1,1,6,5,3,872,3,3,0,6,30
1097,73026.0,24999.0,2015.0,5,9,2,15,4,9,0,2,1,2,1,7,4,3,846,0,3,0,15,182
1098,12424.0,27910.0,2016.0,5,7,0,8,2,3,0,1,2,1,1,3,0,4,746,0,3,0,41,2
1099,38389.0,21773.0,2017.0,5,9,2,13,2,5,0,1,1,1,1,2,0,2,828,2,3,0,50,400
1100,44641.0,19983.0,2012.0,2,3,0,7,1,5,0,1,0,1,0,2,3,1,432,1,3,0,52,466
1101,45667.0,26777.0,2016.0,5,7,0,13,2,6,0,2,0,1,1,6,6,3,798,1,3,0,21,351
1102,23694.0,14999.0,2017.0,4,7,0,9,1,5,0,1,1,1,1,2,3,1,560,2,3,0,9,246
1103,50375.0,21780.0,2017.0,5,7,0,11,2,7,0,2,1,1,1,7,3,4,812,3,3,0,11,113
1107,37269.0,28295.0,2015.0,2,3,0,6,2,7,0,1,1,1,0,4,2,0,423,1,3,0,22,469
1108,44896.0,46800.0,2016.0,2,4,0,6,2,8,0,0,0,1,0,5,3,0,419,1,3,0,6,51
1109,24409.0,59995.0,2015.0,6,0,0,1,1,1,0,0,0,0,0,2,5,0,653,3,3,0,22,189
1110,50557.0,13800.0,2012.0,5,7,0,12,2,6,0,0,1,1,1,4,4,1,814,3,3,0,6,0
1111,48565.0,21900.0,2011.0,5,10,0,12,3,6,0,2,2,1,1,3,4,4,883,1,4,0,27,375
1112,34816.0,24918.0,2015.0,5,7,2,13,2,7,0,3,1,1,1,8,7,4,824,2,3,0,18,321
1113,53538.0,13976.0,2012.0,2,4,0,10,1,4,0,1,0,1,0,0,1,1,616,1,3,0,47,323
1114,28555.0,21998.0,2010.0,6,7,0,9,3,3,0,1,1,1,1,0,5,1,809,3,3,1,9,104
1115,44081.0,38988.0,2015.0,2,0,1,5,0,2,0,0,0,0,2,4,2,0,394,0,3,0,15,184
1116,45965.0,33800.0,2005.0,0,0,0,4,1,1,0,0,1,1,1,1,2,1,568,0,3,0,19,239
1117,28120.0,25991.0,2014.0,2,0,0,1,1,1,0,0,0,0,0,1,3,1,258,1,3,0,27,375
1118,40190.0,28698.0,2014.0,4,7,1,11,2,4,0,2,1,2,1,0,4,1,749,0,1,0,15,184
1119,7402.0,42579.0,2013.0,2,2,0,5,1,4,0,1,1,1,0,2,3,0,421,3,3,1,9,138
1120,24197.0,39977.0,2016.0,3,9,1,6,0,6,0,0,0,1,2,0,1,2,432,0,3,0,27,238
1121,131310.0,10995.0,2006.0,3,1,0,3,1,1,0,0,1,0,0,0,0,0,471,0,3,0,15,184
1122,8373.0,34989.0,2015.0,4,2,3,8,2,2,0,0,1,0,1,9,6,1,469,3,3,0,9,402
1123,39386.0,12986.0,2017.0,4,4,1,10,1,5,0,0,0,1,1,1,0,0,664,2,3,0,50,136
1124,21293.0,31399.0,2017.0,2,3,0,13,3,12,0,0,1,1,1,6,4,0,815,2,3,0,7,167
1125,10316.0,25999.0,2018.0,3,4,0,8,2,11,0,1,1,2,2,6,6,1,835,2,3,0,9,246
1126,137925.0,11744.0,2003.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,561,0,3,0,50,422
1127,27572.0,29781.0,2016.0,2,4,0,5,1,4,0,1,1,2,0,4,2,1,430,1,3,0,28,301
